recipe_name,time,url,special_diet,blurb,course_type,group_by_time
Cheesy Crustless Quiche,75,https://www.simplyrecipes.com/author/elise-bauer/,Low Carb,"Crustless quiche recipe including bacon, green onions, and cherry tomatoes.",breakfast,high
Baked Cherry French Toast Casserole,75,https://www.simplyrecipes.com/author/simply-recipes-team/,,"Baked Cherry French Toast Casserole! This is an easy make-ahead breakfast casserole starring juicy, sweet cherries and a crunchy cinnamon sugar topping.",breakfast,high
Tabbouleh,80,https://www.simplyrecipes.com/author/elise-bauer/,"Vegan, Vegetarian","Fresh and easy tabbouleh parsley and bulgur wheat salad, with fresh parsley, mint, bulgur soaked in stock, tomatoes, olive oil and lemon juice.",lunch,high
Classic Coffee Cake,80,https://www.simplyrecipes.com/author/cindy-rahe/,,"Love Starbucks Coffee Cake? This version is even better. Tender, buttery cake topped with crunchy crumbles and a cinnamon-sugar ribbon running through the middle. Pour yourself a cup of coffee, and dig in!",breakfast,high
Cheesy Funeral Potatoes From Scratch,80,https://www.simplyrecipes.com/author/summer-miller/,,"Cheesy funeral potatoes without canned soup or frozen shredded potatoes? Yes, it can be done! Here is everything you need to know, from shredding the potatoes to adding the crunchy topping.",breakfast,high
Ham and Cheese Breakfast Casserole,80,https://www.simplyrecipes.com/author/sheryl-julian/,,"Make-ahead ham and cheese breakfast casserole! Just bread, cheese, tomatoes, ham, eggs, and milk. Feeds a crowd.",breakfast,high
Peach Melba French Toast Casserole,80,https://www.simplyrecipes.com/author/summer-miller/,,"Creamy vanilla custard poured over layers of tender brioche and juicy peaches, baked, and served with a just-barely-sweet raspberry sauce. This baked French toast casserole is one for the breakfast record books!",breakfast,high
Sausage Breakfast Casserole,85,https://www.simplyrecipes.com/author/elise-bauer/,,"EASY sausage breakfast casserole! Made with eggs, sharp cheddar cheese, cubed day old bread, and Italian pork sausage. Perfect brunch casserole.",breakfast,high
"Sausage, Pepper, and Potato Bake",85,https://www.simplyrecipes.com/author/marta-rivera/,,"This Sausage, Pepper, and Potato Bake is a crowd-pleasing and budget-friendly meal that still feels indulgent. Look for kielbasa on sale and round it out with peppers, potatoes, and onions. Don't skip the sauce - it's what makes the whole dish!",breakfast,high
Lemon Blueberry Ricotta Pound Cake,85,https://www.simplyrecipes.com/author/elise-bauer/,,"Blueberries and lemon? Ricotta cheese in a pound cake? Yes, please! Sweet and lemony, with a delicate crumb, this cake tastes like summer.",breakfast,high
Asparagus Soufflé,85,https://www.simplyrecipes.com/author/elise-bauer/,"Low Carb, Vegetarian","Light and fluffy asparagus souffle recipe.  Pureed asparagus mixed with bechamel and egg yolks, beaten egg whites folded it, baked to puffy golden deliciousness.",breakfast,high
Octopus Salad (Ensalada de Pulpo),90,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Mexican style octopus salad, with tomatoes, green and red onion, cucumbers, and cilantro.",lunch,high
Mexican Three Bean Salad,90,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Mexican Bean salad - a three bean salad with a Southwestern twist! Pinto beans, black beans, and green beans, with onions, jalapenos, Cotija cheese, cilantro with a sweet lime dressing.",lunch,high
Curried Chicken Salad with Mango,90,https://www.simplyrecipes.com/author/sheryl-julian/,,Looking for a fun spin on classic chicken salad? Try this version with curry powder and sliced mango! It's as beautiful as it is delicious.,lunch,high
Pesto White Bean Veggie Burgers,90,https://www.simplyrecipes.com/author/megan-gordon/,Vegetarian,Creamy white beans combine with pesto for these veggie burgers! They make a satisfying meal for vegetarians and meat-eaters alike. Top each patty with more pesto and dig in.,lunch,high
Black Bean Burgers with Spicy Mayonnaise,90,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"These black bean veggie burgers get a kick from spicy mayo! They hold up well when cooked in a skillet and make a hearty, meat-free meal any night of the week. Great as a make-ahead dish, too!",lunch,high
"Smoked Salmon, Dill, and Goat Cheese Quiche",90,https://www.simplyrecipes.com/author/elise-bauer/,,"Quiche with all-butter pastry crust, filled with custard baked with smoked salmon, fresh dill, shallots, and goat cheese.",breakfast,high
Smoked Salmon Potato Leek Torta,90,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Delicious potato torta with Yukon Gold potatoes, smoked salmon, leeks, dill, eggs, and cream. Perfect for a Sunday brunch!",breakfast,high
"Kale, Mushroom, and Cheddar Bake",90,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Casserole of chopped fresh kale, mushrooms, onions, ciabatta bread, cheddar cheese, milk, and eggs.",breakfast,high
New Potato Salad with Sour Cream and Dill,95,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Easiest potato salad ever! With small new potatoes, sour cream, and dill.",lunch,high
Golden Beet and Pomegranate Salad,95,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Beautiful golden beet salad peppered with ruby red pomegranate seeds, served on a bed of arugula and lettuce greens.",lunch,high
Green Goddess Veggie Burgers,95,https://www.simplyrecipes.com/author/nick-evans/,Vegetarian,"Say hello to grilling season with these flavor-packed veggie burgers! Serve in buns, over salad, or all on their own. Any way you serve them, don't skip the creamy Green Goddess sauce over top!",lunch,high
Skillet Lemon Rosemary Chicken,95,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo","Easy! Lemon Rosemary Chicken ~ Chicken thighs rubbed and marinated with lemon, rosemary, garlic, then seared in skillet and finished in oven.",dinner,high
Grilled Salsa Verde Chicken,95,https://www.simplyrecipes.com/author/sally-vargas/,Paleo,"Hot summer weather just begs for easy, fast meals on the grill, and this Salsa Verde Chicken is exactly that. With homemade or store-bought salsa verde, they require almost zero effort but deliver big flavor.",dinner,high
Angel Biscuits,95,https://www.simplyrecipes.com/author/irvin-lin/,,"Are you ready for the lightest, fluffiest biscuits ever? Angel biscuits have a heavenly texture because they're made with baking soda, baking powder, AND yeast. They will be a new favorite!",breakfast,high
Classic Coffee Cake,95,https://www.simplyrecipes.com/author/cindy-rahe/,,"Love Starbucks Coffee Cake? This version is even better. Tender, buttery cake topped with crunchy crumbles and a cinnamon-sugar ribbon running through the middle. Pour yourself a cup of coffee, and dig in!",breakfast,high
Angel Biscuits,96,https://www.simplyrecipes.com/author/irvin-lin/,,"Are you ready for the lightest, fluffiest biscuits ever? Angel biscuits have a heavenly texture because they're made with baking soda, baking powder, AND yeast. They will be a new favorite!",breakfast,high
Pressure Cooker Turkey with Dijon Gravy,100,https://www.simplyrecipes.com/author/coco-morante/,,"Pressure Cooker Turkey with Dijon Gravy! Make with turkey legs or thighs, or bone-in half-breasts. Ready in about an hour. Works well for a family dinner or small holiday gathering.",dinner,high
Rosemary Chicken Skewers with Berry Sauce,100,https://www.simplyrecipes.com/author/garrett-mccord/,Gluten-Free,"Marinated in rosemary, these sweet and savory grilled chicken skewers are served with a delicious blackberry sauce. How to make chicken skewers that are equally unexpected and delicious.",dinner,high
Ham and Asparagus Strata,100,https://www.simplyrecipes.com/author/elise-bauer/,,"Ham and Asparagus Strata! Breakfast casserole with rustic bread, egg, Gruyere cheese, milk, cream, ham, and asparagus",breakfast,high
Breakfast Casserole with Leeks and Asparagus,105,https://www.simplyrecipes.com/author/elise-bauer/,,"Breakfast casserole with asparagus, leeks, bacon, bread, milk, eggs, feta and Parmesan. Perfect for spring!",breakfast,high
Octopus Salad (Ensalada de Pulpo),120,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb","Mexican style octopus salad, with tomatoes, green and red onion, cucumbers, and cilantro.",lunch,high
Ham and Asparagus Quiche,120,https://www.simplyrecipes.com/author/elise-bauer/,,"This Ham and Asparagus Quiche is terrific for a springtime brunch, Easter dinner, or even just a weeknight meal. Make it up to three days ahead and serve it room temperature or warmed up.",breakfast,high
Rustic Onion Tart,120,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Rustic onion tart with caramelized red onions, Gruyere cheese, and a butter crust.",breakfast,high
Lemon Pound Cake,125,https://www.simplyrecipes.com/author/summer-miller/,,"This lemon pound cake is everything a lemon lover desires—a tart, lemon pucker punch with just enough sweetness to soften the blow!",breakfast,high
Lemon Pound Cake,125,https://www.simplyrecipes.com/author/summer-miller/,,"This lemon pound cake is everything a lemon lover desires—a tart, lemon pucker punch with just enough sweetness to soften the blow!",breakfast,high
Chia Pudding with Blueberries and Almonds,125,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo, Vegan, Vegetarian","This Chia Pudding with Blueberries and Almonds is EASY to make, loaded with fiber, protein, and antioxidants, perfect for a healthy breakfast!",breakfast,high
Spicy Bloody Maria Cocktail,125,https://www.simplyrecipes.com/author/maggie-hoffman/,,"Forget a Bloody Mary—try a Bloody Maria instead! Swap tequila for the vodka, and add a little smoky chipotle in adobo for a killer brunch drink that pairs perfectly with Mexican food.",breakfast,high
Rosemary Duck with Apricots,130,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,Duck breast seasoned with rosemary and served with a sweet sour apricot sauce.,dinner,high
Asparagus Quiche with Fontina Cheese,130,https://www.simplyrecipes.com/author/sheryl-julian/,Vegetarian,This asparagus quiche with fontina cheese is perfect for Easter brunch or a spring meal. The secret to really creamy quiche? Heavy cream!,breakfast,high
Best Holiday Fruitcake,135,https://www.simplyrecipes.com/author/elise-bauer/,,"This easy Christmas fruitcake is perfect for the holidays. It's light, tender, and full of dried fruits and nuts. Sprinkle the loaf with brandy, or leave it out! Either way, this fruit cake is a welcome addition to the holiday table.",breakfast,high
Easy Lemon Pudding,135,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Vegetarian","This is THE EASIEST lemon pudding EVER. Just 4 ingredients. No gelatin. No eggs. Gluten-free. Great for Easter, Mother's Day, or dinner parties.",breakfast,high
Zucchini Tomato Quiche,135,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Make the best of the summer's bounty with this zucchini tomato quiche. With fresh grated zucchini, colorful cherry tomatoes, basil, and Parmesan, it's just the thing for brunch, or a make-ahead breakfast or lunch.",breakfast,high
Best Holiday Fruitcake,145,https://www.simplyrecipes.com/author/elise-bauer/,,"This easy Christmas fruitcake is perfect for the holidays. It's light, tender, and full of dried fruits and nuts. Sprinkle the loaf with brandy, or leave it out! Either way, this fruit cake is a welcome addition to the holiday table.",breakfast,high
Festive Beet Citrus Salad with Kale and Pistachios,155,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo, Vegan, Vegetarian","Healthy and Colorful Beet and Kale Salad! Paleo and vegan, with red and golden beets, blood orange slices, kale, and toasted pistachios.",lunch,high
How to Make Granola in the Slow Cooker,155,https://www.simplyrecipes.com/author/garrett-mccord/,Gluten-Free,Slow cooker granola? That's right! The most hands-off and convenient way to make granola is in your slow cooker. Enjoy the smell of cinnamon and nuts filling your house as this granola gets toasty without turning on the oven!,breakfast,high
Spinach and Artichoke Quiche,180,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"Spinach and artichoke quiche! With chopped spinach and artichokes hearts, shallots, goat cheese, green onions, eggs, and cream. Perfect for a Sunday brunch!",breakfast,high
Pulled Pork Sandwich,185,https://www.simplyrecipes.com/author/elise-bauer/,,Skip the jarred BBQ sauce! This pulled pork comes together easily and the homemade marinade makes the difference. Slowly cooked pork shoulder becomes fall-off-the-bone tender.,lunch,high
Pulled Pork Sandwich,190,https://www.simplyrecipes.com/author/elise-bauer/,,Skip the jarred BBQ sauce! This pulled pork comes together easily and the homemade marinade makes the difference. Slowly cooked pork shoulder becomes fall-off-the-bone tender.,lunch,high
Hot Cross Buns,195,https://www.simplyrecipes.com/author/elise-bauer/,,"Hot Cross Buns are a traditional Good Friday treat! These slightly sweet yeast-leavened buns are spiced with cinnamon and speckled with currants, citron, and orange zest.",breakfast,high
Braised BBQ Beef Sandwich,210,https://www.simplyrecipes.com/author/elise-bauer/,,"Chuck roast, slow cooked on low heat in a braise of barbecue sauce, then shredded and served over sandwich buns. Great for big parties.",lunch,high
Brown Sugar Baked Ham with Pineapple,220,https://www.simplyrecipes.com/author/summer-miller/,,"Go retro with this Brown Sugar Baked Ham with Pineapple! Massage brown sugar and spices into the ham 24 hours before you serve it. Cover with pineapple, and bake slow and low for a juicy, succulent Easter or Christmas ham.",breakfast,high
Lemon Blueberry Scones,273,https://www.simplyrecipes.com/author/coco-morante/,,Glazed lemon blueberry scones! Made with yogurt to keep them light and fluffy. Easy food processor dough.,breakfast,high
Apple-Cinnamon French Toast Muffins,280,https://www.simplyrecipes.com/author/sally-vargas/,,Apple-Cinnamon French Toast Muffins! Bake them right away or the next morning. Leftovers reheat well for weekday breakfasts.,breakfast,high
